parent_company_name,child_company_name
"CIT GROUP INC","SOUTH POINT OL-4 LLC"
"CIT GROUP INC","SOVEREIGN AC, LLC"
"CIT GROUP INC","SOVEREIGN ACII, LLC"
"CIT GROUP INC","SOVEREIGN BP, LLC"
"CIT GROUP INC","SOVEREIGN FT, LLC"
"CIT GROUP INC","SOVEREIGN JCS, LLC"
"CIT GROUP INC","SOVEREIGN JCSII, LLC"
"CIT GROUP INC","SOVEREIGN JO, LLC"
"CIT GROUP INC","SOVEREIGN LS, LLC"
"CIT GROUP INC","SOVEREIGN LSIII, LLC"
"CIT GROUP INC","SOVEREIGN SP, LLC"
"CIT GROUP INC","SOVEREIGN VENTURES NNN, LLC"
"CIT GROUP INC","SOVEREIGN WW, LLC"
"CIT GROUP INC","SOVEREIGN WWII, LLC"
"CIT GROUP INC","STUDENT LOAN XPRESS, INC"
"CIT GROUP INC","SW HOLDING CORP"
"CIT GROUP INC","SW HOLDING CORP. / USA"
"CIT GROUP INC","TCC ATTALA OL LLC"
"CIT GROUP INC","TCC ATTALA OL LLC / U.S."
"CIT GROUP INC","TCC ATTALA OL LLC / USA"
"CIT GROUP INC","TCC ATTALA OP LLC"
"CIT GROUP INC","TCC ATTALA OP LLC / U.S."
"CIT GROUP INC","TCC ATTALA OP LLC / USA"
"CIT GROUP INC","THE CIT GP CORPORATION / U.S."
"CIT GROUP INC","THE CIT GP CORPORATION / USA"
"CIT GROUP INC","THE CIT GP CORPORATION II"
"CIT GROUP INC","THE CIT GP CORPORATION II / U.S."
"CIT GROUP INC","THE CIT GP CORPORATION II / USA"
"CIT GROUP INC","THE CIT GP CORPORATION III"
"CIT GROUP INC","THE CIT GP CORPORATION III / U.S."
"CIT GROUP INC","THE CIT GP CORPORATION III / USA"
"CIT GROUP INC","THE CIT GP CORPORATION V"
"CIT GROUP INC","THE CIT GP CORPORATION V / U.S."
"CIT GROUP INC","THE CIT GP CORPORATION V / USA"
"CIT GROUP INC","THE CIT GROUP FOUNDATION, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP FOUNDATION, INC. [NOT-FOR-PROFIT]"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION / U.S."
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION / USA"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION II"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION II / U.S."
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION II / USA"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION III"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION III / U.S."
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION III / USA"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION IV"
"CIT GROUP INC","THE CIT GROUP SECURITIZATION CORPORATION IV / USA"
"CIT GROUP INC","THE CIT GROUP/BC SECURITIES INVESTMENT, INC"
"CIT GROUP INC","THE CIT GROUP/BC SECURITIES INVESTMENT, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/BC SECURITIES INVESTMENT, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/BCC, INC. (ILL.)"
"CIT GROUP INC","THE CIT GROUP/BCC, INC. (ILL.) / U.S."
"CIT GROUP INC","THE CIT GROUP/BCC, INC. (ILL.) / USA"
"CIT GROUP INC","THE CIT GROUP/BUSINESS CREDIT, INC"
"CIT GROUP INC","THE CIT GROUP/BUSINESS CREDIT, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/BUSINESS CREDIT, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/CAPITAL FINANCE, INC"
"CIT GROUP INC","THE CIT GROUP/CAPITAL FINANCE, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/CAPITAL TRANSPORTATION, INC"
"CIT GROUP INC","THE CIT GROUP/CAPITAL TRANSPORTATION, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/CAPITAL TRANSPORTATION, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/CMS SECURITIES INVESTMENT, INC"
"CIT GROUP INC","THE CIT GROUP/CMS SECURITIES INVESTMENT, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (ILL.)"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (ILL.) / U.S."
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (ILL.) / USA"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (NC) / U.S.-NC"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (NC) / USA-NC"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (VA.)"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (VA.) / U.S.-DE"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. (VA.) / USA-DE"
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/COMMERCIAL SERVICES, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/CONSUMER FINANCE, INC"
"CIT GROUP INC","THE CIT GROUP/CONSUMER FINANCE, INC. (TN) / USA-DE"
"CIT GROUP INC","THE CIT GROUP/CONSUMER FINANCE, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/CONSUMER FINANCE, INC.(NY)"
"CIT GROUP INC","THE CIT GROUP/CONSUMER FINANCE, INC.(NY) / U.S.-NY"
"CIT GROUP INC","THE CIT GROUP/CONSUMER FINANCE, INC.(TN)"
"CIT GROUP INC","THE CIT GROUP/CORPORATE AVIATION, INC"
"CIT GROUP INC","THE CIT GROUP/CORPORATE AVIATION, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/CORPORATE AVIATION, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/EQUIPMENT FINANCING, INC"
"CIT GROUP INC","THE CIT GROUP/EQUIPMENT FINANCING, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/EQUIPMENT FINANCING, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/EQUITY INVESTMENTS, INC"
"CIT GROUP INC","THE CIT GROUP/EQUITY INVESTMENTS, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/EQUITY INVESTMENTS, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/FACTORING ONE, INC"
"CIT GROUP INC","THE CIT GROUP/FACTORING ONE, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/FM SECURITIES INVESTMENT, INC"
"CIT GROUP INC","THE CIT GROUP/FM SECURITIES INVESTMENT, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/FM SECURITIES INVESTMENT, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/LSC SECURITIES INVESTMENT, INC"
"CIT GROUP INC","THE CIT GROUP/LSC SECURITIES INVESTMENT, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/LSC SECURITIES INVESTMENT, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/SALES FINANCING, INC"
"CIT GROUP INC","THE CIT GROUP/SALES FINANCING, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/SALES FINANCING, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/SECURITIES INVESTMENT, INC"
"CIT GROUP INC","THE CIT GROUP/SECURITIES INVESTMENT, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/SECURITIES INVESTMENT, INC. / USA"
"CIT GROUP INC","THE CIT GROUP/VENTURE CAPITAL, INC"
"CIT GROUP INC","THE CIT GROUP/VENTURE CAPITAL, INC. / U.S."
"CIT GROUP INC","THE CIT GROUP/VENTURE CAPITAL, INC. / USA"
"CIT GROUP INC","THE EDUCATION LENDING GROUP FOUNDATION (NOT-FOR-PROFIT)"
"CIT GROUP INC","THE EQUIPMENT INSURANCE COMPANY"
"CIT GROUP INC","THE EQUIPMENT INSURANCE COMPANY / USA"
"CIT GROUP INC","THERMO CAPITAL COMPANY LLC / USA"
"CIT GROUP INC","THERMO CAPITAL COMPANY, LLC / U.S."
"CIT GROUP INC","WASTE TO ENERGY II LLC / U.S."
"CIT GROUP INC","WASTE TO ENERGY II LLC / USA"
"CIT GROUP INC","WBH GENERATING COMPANY, LLC"
"CIT GROUP INC","WBH GENERATING COMPANY, LLC / USA"
"CIT GROUP INC","WESTERN STAR FINANCE INC. / USA"
"CIT GROUP INC","WESTERN STAR FINANCE, INC"
"CITIGROUP INC","125 HIGH STREET, L.P."
"CITIGROUP INC","1400 EYE INVESTORS, L.L.C."
"CITIGROUP INC","190 S. LASALLE ASSOCIATES L.L.C."
"CITIGROUP INC","192 BAKER AVENUE, LLC"
"CITIGROUP INC","44-26 HUNTER STREET REALTY CORPORATION"
"CITIGROUP INC","440 SOUTH LASALLE LLC"
"CITIGROUP INC","700 OAKMONT VENTURE LLC"
"CITIGROUP INC","ACC CFPI LOAN FUNDING LLC"
"CITIGROUP INC","ADAM CAPITAL TRUST I"
"CITIGROUP INC","ADAM CAPITAL TRUST II"
"CITIGROUP INC","ADAM CAPITAL TRUST III"
"CITIGROUP INC","ADAM STATUTORY TRUST I"
"CITIGROUP INC","ADAM STATUTORY TRUST II"
"CITIGROUP INC","ADAM STATUTORY TRUST III"
"CITIGROUP INC","ADAM STATUTORY TRUST IV"
"CITIGROUP INC","ADAM STATUTORY TRUST V"
"CITIGROUP INC","ADVANCED MOLDED PACKAGING LLC"
"CITIGROUP INC","AEL HOLDINGS, INC"
"CITIGROUP INC","AFSC AGENCY OF ALABAMA, INC"
"CITIGROUP INC","AFSC AGENCY, INC"
"CITIGROUP INC","AFSC AGENCY, INC. (AK)"
"CITIGROUP INC","AFSC AGENCY, INC. (AZ)"
"CITIGROUP INC","AFSC AGENCY, INC. (CA)"
"CITIGROUP INC","AFSC AGENCY, INC. (DE)"
"CITIGROUP INC","AFSC AGENCY, INC. (HI)"
"CITIGROUP INC","AFSC AGENCY, INC. (ID)"
"CITIGROUP INC","AFSC AGENCY, INC. (KY)"
"CITIGROUP INC","AFSC AGENCY, INC. (LA)"
"CITIGROUP INC","AFSC AGENCY, INC. (MS)"
"CITIGROUP INC","AFSC AGENCY, INC. (MT)"
"CITIGROUP INC","AFSC AGENCY, INC. (NC)"
"CITIGROUP INC","AFSC AGENCY, INC. (NM)"
"CITIGROUP INC","AFSC AGENCY, INC. (NV)"
"CITIGROUP INC","AFSC AGENCY, INC. (SD)"
"CITIGROUP INC","AFSC AGENCY, INC. (VA)"
"CITIGROUP INC","AFSC AGENCY, INC. (WA)"
"CITIGROUP INC","AHES REIT CORPORATION"
"CITIGROUP INC","AIRLIE CBNA LOAN FUNDING LLC"
"CITIGROUP INC","AIRLIE CFPI LOAN FUNDING LLC"
"CITIGROUP INC","ALASKA CBNA LOAN FUNDING LLC"
"CITIGROUP INC","ALASKA CFPI LOAN FUNDING LLC"
"CITIGROUP INC","ALLIED FINANCIAL SERVICES INSURANCE AGENCY, INC"
"CITIGROUP INC","AMERICAN FINANCIAL LIFE INSURANCE COMPANY"
"CITIGROUP INC","ANGLESEA LLC"
"CITIGROUP INC","ARCADIA 1992-B RECEIVABLES CAPITAL CORP"
"CITIGROUP INC","ARCADIA FIRST GP INC"
"CITIGROUP INC","ARCADIA RECEIVABLES CONDUIT CORP"
"CITIGROUP INC","ARCADIA RECEIVABLES FINANCE CORP. II"
"CITIGROUP INC","ARCADIA RECEIVABLES FINANCE CORP. III"
"CITIGROUP INC","ARCADIA RECEIVABLES FINANCE CORP. IV"
"CITIGROUP INC","ARCADIA RECEIVABLES FINANCE CORP. V"
"CITIGROUP INC","ARCADIA RECEIVABLES MARKETING CORP"
"CITIGROUP INC","ARCADIA SECOND GP INC"
"CITIGROUP INC","ARX CBNA LOAN FUNDING LLC"
"CITIGROUP INC","ARX CFPI LOAN FUNDING LLC"
"CITIGROUP INC","ASIA INVESTORS II GP HOLDING LLC"
"CITIGROUP INC","ASIA INVESTORS II SERVICES HOLDING LLC"
"CITIGROUP INC","ASSOCIATED MADISON COMPANIES, INC"
"CITIGROUP INC","ASSOCIATES COMMERCIAL CORPORATION (AL)"
"CITIGROUP INC","ASSOCIATES CORPORATION OF NORTH AMERICA (A TEXAS CORPORATION)"
"CITIGROUP INC","ASSOCIATES CREDIT CARD SERVICES, INC"
"CITIGROUP INC","ASSOCIATES FINANCE OF VIRGIN ISLANDS, L.L.C."
"CITIGROUP INC","ASSOCIATES FINANCIAL LIFE INSURANCE COMPANY"
"CITIGROUP INC","ASSOCIATES FINANCIAL LIFE INSURANCE COMPANY OF TEXAS"
"CITIGROUP INC","ASSOCIATES INSURANCE AGENCY, INC"
"CITIGROUP INC","ASSOCIATES INSURANCE GROUP, INC"
"CITIGROUP INC","ASSOCIATES INTERNATIONAL INVESTMENTS, INC"
"CITIGROUP INC","ASSOCIATES WORLD CAPITAL CORPORATION"
"CITIGROUP INC","ASSOCIATES WORLD CREDIT CORPORATION"
"CITIGROUP INC","AST STOCKPLAN, INC"
"CITIGROUP INC","ATLANTIC VISTA, LLC"
"CITIGROUP INC","ATV2 LOAN FUNDING LLC"
"CITIGROUP INC","AUBURN 49 ASSOCIATES"
"CITIGROUP INC","AVL2 LOAN FUNDING LLC"
"CITIGROUP INC","BANAMEX USA BANCORP"
"CITIGROUP INC","BASS LAKE JOINT VENTURE"
"CITIGROUP INC","BEECHER CBNA LOAN FUNDING LLC"
"CITIGROUP INC","BEECHER CFPI LOAN FUNDING LLC"
"CITIGROUP INC","BIRCHWOOD EHP, L.P."
"CITIGROUP INC","BISMARCK CBNA LOAN FUNDING LLC"
"CITIGROUP INC","BISMARCK CFPI LOAN FUNDING LLC"
"CITIGROUP INC","BOLDWATER CBNA LOAN FUNDING LLC"
"CITIGROUP INC","BOLDWATER CFPI LOAN FUNDING LLC"
"CITIGROUP INC","BOWERY CBNA LOAN FUNDING LLC"
"CITIGROUP INC","BOWERY CFPI LOAN FUNDING LLC"
"CITIGROUP INC","BRAZIL BOND TRUST"
"CITIGROUP INC","BROOKLYN EXCELLENCE INVESTMENT FUND, LLC"
"CITIGROUP INC","BUCONERO LLC"
"CITIGROUP INC","BUSHNELL CFPI LOAN FUNDING LLC"
"CITIGROUP INC","CAI RE MEZZANINE ADVISOR III, LLC"
"CITIGROUP INC","CAL FED INSURANCE AGENCY, INC"
"CITIGROUP INC","CAL FED INVESTMENTS"
"CITIGROUP INC","CAL FED SYNDICATIONS"
"CITIGROUP INC","CALIFORNIA COMMERCE BANC SECURITIES, INC"
"CITIGROUP INC","CALIFORNIA COMMERCE BANK"
"CITIGROUP INC","CALIFORNIA FEDERAL PREFERRED CAPITAL CORPORATION"
"CITIGROUP INC","CAPCO GENERAL AGENCY, INC. (MI)"
"CITIGROUP INC","CAPITAL INSURANCE AGENCY, INC"
"CITIGROUP INC","CARLTON ARMS OF BRADENTON"
"CITIGROUP INC","CC RETAIL SERVICES, INC"
"CITIGROUP INC","CCC FAIRWAYS, INC"
"CITIGROUP INC","CCP NA EQUITY I LLC"
"CITIGROUP INC","CCP NA EQUITY II LLC"
"CITIGROUP INC","CCP NA EQUITY III LLC"
"CITIGROUP INC","CEFOF GP I CORP"
"CITIGROUP INC","CELFOF GP CORP"
"CITIGROUP INC","CENTAUR INVESTMENT CORPORATION"
"CITIGROUP INC","CFG 1, LLC"
"CITIGROUP INC","CFG 2, LLC"
"CITIGROUP INC","CFMC, INC"
"CITIGROUP INC","CGSNW-WILLOWS, LLC"
"CITIGROUP INC","CHUD CORP"
"CITIGROUP INC","CIGPF I CORP"
"CITIGROUP INC","CITI ASSURANCE SERVICES, INC"
"CITIGROUP INC","CITI BB-1 INVESTMENT FUND LLC"
"CITIGROUP INC","CITI CARDS SOUTH DAKOTA ACCEPTANCE CORP"
"CITIGROUP INC","CITI FUND MANAGEMENT INC"
"CITIGROUP INC","CITI OMNI-S FINANCE LLC"
"CITIGROUP INC","CITI RENEWABLE INVESTMENTS 1 LLC"
"CITIGROUP INC","CITI SWAPCO INC"
"CITIGROUP INC","CITIACH, INC."
"CITIGROUP INC","CITIBANK (BANAMEX USA)"
"CITIGROUP INC","CITIBANK (NEW YORK STATE)"
"CITIGROUP INC","CITIBANK (SOUTH DAKOTA), N.A."
"CITIGROUP INC","CITIBANK (SOUTH DAKOTA), NATIONAL ASSOCIATION"
"CITIGROUP INC","CITIBANK BRAZILIAN ANNEX VI TRUST"
"CITIGROUP INC","CITIBANK COMMERCIAL PROPERTIES, INC"
"CITIGROUP INC","CITIBANK DOMESTIC INVESTMENT CORP"
"CITIGROUP INC","CITIBANK HOLDINGS (FB) LLC"
"CITIGROUP INC","CITIBANK INTERNATIONAL"
"CITIGROUP INC","CITIBANK MORTGAGE CORP"
"CITIGROUP INC","CITIBANK MORTGAGE REINSURANCE, INC"
"CITIGROUP INC","CITIBANK NMTC CORPORATION"
"CITIGROUP INC","CITIBANK STRATEGIC TECHNOLOGY INC"
"CITIGROUP INC","CITIBANK TEXAS, NATIONAL ASSOCIATION"
"CITIGROUP INC","CITIBANK USA, NATIONAL ASSOCIATION"
"CITIGROUP INC","CITICAPITAL COMMERCIAL CORPORATION"
"CITIGROUP INC","CITICAPITAL COMMERCIAL CORPORATION OF LOUISIANA"
"CITIGROUP INC","CITICORP (MEXICO) HOLDINGS LLC"
"CITIGROUP INC","CITICORP BANKING CORPORATION"
"CITIGROUP INC","CITICORP CAPITAL I"
"CITIGROUP INC","CITICORP CAPITAL II"
"CITIGROUP INC","CITICORP CAPITAL III"
"CITIGROUP INC","CITICORP COMMERCE SOLUTIONS, INC"
"CITIGROUP INC","CITICORP CREDIT SERVICES, INC. (MARYLAND)"
"CITIGROUP INC","CITICORP DEVELOPMENT CENTER, INC"
"CITIGROUP INC","CITICORP ELECTRONIC COMMERCE, INC"
"CITIGROUP INC","CITICORP ELECTRONIC FINANCIAL SERVICES, INC"
"CITIGROUP INC","CITICORP FINANCE PUERTO RICO, INC"
"CITIGROUP INC","CITICORP FINANCIAL GUARANTY HOLDINGS, INC"
"CITIGROUP INC","CITICORP FINANCIAL SERVICES CORPORATION"
"CITIGROUP INC","CITICORP HOLDINGS (FB) LLC"
"CITIGROUP INC","CITICORP HOLDINGS INC"
"CITIGROUP INC","CITICORP INFORMATION TECHNOLOGY, INC"
"CITIGROUP INC","CITICORP INSURANCE SERVICES, INC"
"CITIGROUP INC","CITICORP INSURANCE USA, INC"
"CITIGROUP INC","CITICORP INTERIM SERVICES, INC"
"CITIGROUP INC","CITICORP INTERNATIONAL FINANCE CORPORATION"
"CITIGROUP INC","CITICORP INTERNATIONAL TRADE INDEMNITY, INC"
"CITIGROUP INC","CITICORP INTERNATIONAL TRADING COMPANY, INC"
"CITIGROUP INC","CITICORP LEASING INTERNATIONAL LLC"
"CITIGROUP INC","CITICORP LEASING, INC"
"CITIGROUP INC","CITICORP MORTGAGE SECURITIES, INC"
"CITIGROUP INC","CITICORP NATIONAL SERVICES, INC"
"CITIGROUP INC","CITICORP P.R. MORTGAGE, INC."
"CITIGROUP INC","CITICORP PAYMENT SERVICES, INC"
"CITIGROUP INC","CITICORP REAL ESTATE, INC"
"CITIGROUP INC","CITICORP RESIDENTIAL MORTGAGE SECURITIES, INC"
"CITIGROUP INC","CITICORP SECURITIES SERVICES, INC"
"CITIGROUP INC","CITICORP SERVICES INC"
"CITIGROUP INC","CITICORP STRATEGIC TECHNOLOGY CORPORATION"
"CITIGROUP INC","CITICORP TECHNOLOGY HOLDINGS INC"
"CITIGROUP INC","CITICORP TRUST COMPANY (MARYLAND)"
"CITIGROUP INC","CITICORP TRUST, N.A. (FLORIDA)"
"CITIGROUP INC","CITICORP TRUST, NATIONAL ASSOCIATION"
"CITIGROUP INC","CITICORP VENDOR FINANCE, INC"
"CITIGROUP INC","CITICORP VENTURE CAPITAL LTD"
"CITIGROUP INC","CITIDEL, INC"
"CITIGROUP INC","CITIFINANCIAL ADMINISTRATIVE SERVICES, INC"
"CITIGROUP INC","CITIFINANCIAL AUTO CREDIT, INC"
"CITIGROUP INC","CITIFINANCIAL COMPANY 373, LLC"
"CITIGROUP INC","CITIFINANCIAL CORPORATION"
"CITIGROUP INC","CITIFINANCIAL CORPORATION (CO)"
"CITIGROUP INC","CITIFINANCIAL CORPORATION 216, LLC"
"CITIGROUP INC","CITIFINANCIAL CORPORATION 305, LLC"
"CITIGROUP INC","CITIFINANCIAL CORPORATION, LLC"
"CITIGROUP INC","CITIFINANCIAL INSURANCE AGENCY OF FLORIDA, INC"
"CITIGROUP INC","CITIFINANCIAL INSURANCE AGENCY OF NEVADA, INC"
"CITIGROUP INC","CITIFINANCIAL INSURANCE AGENCY OF WASHINGTON, INC"
"CITIGROUP INC","CITIFINANCIAL SERVICES OF MISSISSIPPI, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (CA)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (DE)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (GA)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (KY)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (MA)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (MN)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (MO)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (OH)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (OK)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (PA)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (UT)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. (VA)"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 203, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 224, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 235, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 309, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 311, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 336, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 337, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 344, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 356, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 384, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. 478, LLC"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. <KY>"
"CITIGROUP INC","CITIFINANCIAL SERVICES, INC. <OK>"
"CITIGROUP INC","CITIFINANCIAL, INC"
"CITIGROUP INC","CITIFINANCIAL, INC. (HI)"
"CITIGROUP INC","CITIFINANCIAL, INC. (IA)"
"CITIGROUP INC","CITIFINANCIAL, INC. (KY)"
"CITIGROUP INC","CITIFINANCIAL, INC. (MD)"
"CITIGROUP INC","CITIFINANCIAL, INC. (NY)"
"CITIGROUP INC","CITIFINANCIAL, INC. (OH)"
"CITIGROUP INC","CITIFINANCIAL, INC. (SC)"
"CITIGROUP INC","CITIFINANCIAL, INC. (TN)"
"CITIGROUP INC","CITIFINANCIAL, INC. (TX)"
"CITIGROUP INC","CITIFINANCIAL, INC. (WV)"
"CITIGROUP INC","CITIFINANCIAL, INC. 209, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 211, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 218, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 221, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 228, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 341, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 352, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 359, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. 486, LLC"
"CITIGROUP INC","CITIFINANCIAL, INC. NC 215, LLC"
"CITIGROUP INC","CITIFLIGHT, INC"
"CITIGROUP INC","CITIGROUP ACQUISITION LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS EUROPEAN FUND ADVISOR, LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS GP, LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS MULTI-ADVISER HEDGE FUND PORTFOLIOS LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS OPPORTUNITY FUND I, LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS OPPORTUNITY FUND II, LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS OPPORTUNITY FUND III ASSOCIATES, LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS OPPORTUNITY FUND III, LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS OPPORTUNITY FUND V ASSOCIATES (DOMESTIC), LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS PRIVATE EQUITY GP LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS REAL ESTATE GP LLC"
"CITIGROUP INC","CITIGROUP ALTERNATIVE INVESTMENTS REAL ESTATE MEZZANINE INVESTMENTS III LLC"
"CITIGROUP INC","CITIGROUP ASSET MANAGEMENT INVESTMENTS LLC"
"CITIGROUP INC","CITIGROUP BUSA HOLDINGS INC"
"CITIGROUP INC","CITIGROUP CAPITAL I"
"CITIGROUP INC","CITIGROUP CAPITAL II"
"CITIGROUP INC","CITIGROUP CAPITAL III"
"CITIGROUP INC","CITIGROUP CAPITAL IV"
"CITIGROUP INC","CITIGROUP CAPITAL IX"
"CITIGROUP INC","CITIGROUP CAPITAL V"
"CITIGROUP INC","CITIGROUP CAPITAL VI"
"CITIGROUP INC","CITIGROUP CAPITAL VII"
"CITIGROUP INC","CITIGROUP CAPITAL VIII"
"CITIGROUP INC","CITIGROUP CAPITAL X"
"CITIGROUP INC","CITIGROUP CAPITAL XI"
"CITIGROUP INC","CITIGROUP CAPITAL XIV"
"CITIGROUP INC","CITIGROUP COMMERCIAL MORTGAGE PARTICIPATION LLC"
"CITIGROUP INC","CITIGROUP COMMERCIAL MORTGAGE SECURITIES INC"
"CITIGROUP INC","CITIGROUP COUNTERPARTY RISK LLC"
"CITIGROUP INC","CITIGROUP DERIVATIVES MARKETS INC"
"CITIGROUP INC","CITIGROUP DIVERSIFIED FUTURES FUND L.P."
"CITIGROUP INC","CITIGROUP EMERGING CTA PORTFOLIO L.P."
"CITIGROUP INC","CITIGROUP ENERGY HOLDINGS INC"
"CITIGROUP INC","CITIGROUP ENERGY INC"
"CITIGROUP INC","CITIGROUP FAIRFIELD FUTURES FUND L.P. II"
"CITIGROUP INC","CITIGROUP FINANCE LLC"
"CITIGROUP INC","CITIGROUP FINANCE PARTNERSHIP"
"CITIGROUP INC","CITIGROUP FINANCIAL PRODUCTS INC"
"CITIGROUP INC","CITIGROUP FINANCIAL STRATEGIES INC"
"CITIGROUP INC","CITIGROUP FOF LLC"
"CITIGROUP INC","CITIGROUP FOREX INC"
"CITIGROUP INC","CITIGROUP FUND SERVICES, LLC"
"CITIGROUP INC","CITIGROUP FUNDING INC"
"CITIGROUP INC","CITIGROUP FUNDING PARTNERSHIP"
"CITIGROUP INC","CITIGROUP GENERAL PARTNER LLC"
